project_id,project_name,contract_duration,country,technology,counterparty,start_year,screening_date,offered_volume_year_1,offered_volume_year_2,offered_volume_year_3,offered_volume_year_4,offered_volume_year_5,offered_volume_year_6,offered_volume_year_7,offered_volume_year_8,offered_volume_year_9,offered_volume_year_10,risk_bucket_1_factor_1,risk_bucket_1_weight_1,risk_bucket_1_factor_2,risk_bucket_1_weight_2,risk_bucket_1_factor_3,risk_bucket_1_weight_3,risk_bucket_1_factor_4,risk_bucket_1_weight_4,risk_bucket_1_factor_5,risk_bucket_1_weight_5,risk_bucket_2_factor_1,risk_bucket_2_weight_1,risk_bucket_2_factor_2,risk_bucket_2_weight_2,risk_bucket_2_factor_3,risk_bucket_2_weight_3,risk_bucket_2_factor_4,risk_bucket_2_weight_4,risk_bucket_2_factor_5,risk_bucket_2_weight_5,risk_bucket_3_factor_1,risk_bucket_3_weight_1,risk_bucket_3_factor_2,risk_bucket_3_weight_2,risk_bucket_3_factor_3,risk_bucket_3_weight_3,risk_bucket_3_factor_4,risk_bucket_3_weight_4,risk_bucket_3_factor_5,risk_bucket_3_weight_5,risk_bucket_4_factor_1,risk_bucket_4_weight_1,risk_bucket_4_factor_2,risk_bucket_4_weight_2,risk_bucket_4_factor_3,risk_bucket_4_weight_3,risk_bucket_4_factor_4,risk_bucket_4_weight_4,risk_bucket_4_factor_5,risk_bucket_4_weight_5,risk_bucket_5_factor_1,risk_bucket_5_weight_1,risk_bucket_5_factor_2,risk_bucket_5_weight_2,risk_bucket_5_factor_3,risk_bucket_5_weight_3,risk_bucket_5_factor_4,risk_bucket_5_weight_4,risk_bucket_5_factor_5,risk_bucket_5_weight_5
103,East Geothermal EarthFirst Energy,7,Sweden,Air Pollution Reduction,Community Group,2011,2024-06-04,223692.0,367807.0,608462.0,680296.0,228240.0,604937.0,847687.0,,,,7,0.21850491775745717,6,0.21015280827875044,4,0.20140072973460818,9,0.20783517421714315,10,0.16210637001204087,1,0.21850491775745717,2,0.21015280827875044,7,0.20140072973460818,3,0.20783517421714315,8,0.16210637001204087,4,0.21850491775745717,1,0.21015280827875044,9,0.20140072973460818,7,0.20783517421714315,10,0.16210637001204087,9,0.21850491775745717,0,0.21015280827875044,1,0.20140072973460818,1,0.20783517421714315,3,0.16210637001204087,3,0.21850491775745717,7,0.21015280827875044,10,0.20140072973460818,1,0.20783517421714315,2,0.16210637001204087
104,Conservation Pure Planet West,2,Netherlands,Sustainable Agriculture,Government Agency,2014,2024-06-04,351074.0,171846.0,,,,,,,,,1,0.21850491775745717,4,0.21015280827875044,9,0.20140072973460818,10,0.20783517421714315,8,0.16210637001204087,5,0.21850491775745717,10,0.21015280827875044,6,0.20140072973460818,10,0.20783517421714315,2,0.16210637001204087,7,0.21850491775745717,9,0.21015280827875044,4,0.20140072973460818,2,0.20783517421714315,9,0.16210637001204087,6,0.21850491775745717,7,0.21015280827875044,4,0.20140072973460818,6,0.20783517421714315,3,0.16210637001204087,5,0.21850491775745717,9,0.21015280827875044,1,0.20140072973460818,5,0.20783517421714315,2,0.16210637001204087
105,Site D EarthFirst Energy Hydro,3,China,Forestry Management,Community Group,2010,2024-06-04,154545.0,632267.0,925280.0,,,,,,,,7,0.21850491775745717,6,0.21015280827875044,9,0.20140072973460818,2,0.20783517421714315,10,0.16210637001204087,0,0.21850491775745717,5,0.21015280827875044,8,0.20140072973460818,7,0.20783517421714315,1,0.16210637001204087,6,0.21850491775745717,6,0.21015280827875044,4,0.20140072973460818,8,0.20783517421714315,0,0.16210637001204087,5,0.21850491775745717,0,0.21015280827875044,1,0.20140072973460818,10,0.20783517421714315,3,0.16210637001204087,0,0.21850491775745717,2,0.21015280827875044,8,0.20140072973460818,3,0.20783517421714315,0,0.16210637001204087
106,Renewable Solutions Site C Green,10,Poland,Green Building Practices,Government Agency,2011,2024-06-04,858210.0,503809.0,927258.0,474285.0,388076.0,510221.0,659727.0,164048.0,402444.0,174098.0,1,0.21850491775745717,7,0.21015280827875044,9,0.20140072973460818,1,0.20783517421714315,0,0.16210637001204087,5,0.21850491775745717,9,0.21015280827875044,4,0.20140072973460818,6,0.20783517421714315,10,0.16210637001204087,9,0.21850491775745717,1,0.21015280827875044,7,0.20140072973460818,2,0.20783517421714315,2,0.16210637001204087,7,0.21850491775745717,6,0.21015280827875044,10,0.20140072973460818,0,0.20783517421714315,8,0.16210637001204087,10,0.21850491775745717,1,0.21015280827875044,6,0.20140072973460818,0,0.20783517421714315,5,0.16210637001204087
107,Nature's Way Site A Wind,8,Spain,Carbon Capture,Community Group,2008,2024-06-04,452617.0,526039.0,913534.0,524928.0,849594.0,280097.0,206307.0,825991.0,,,9,0.21850491775745717,0,0.21015280827875044,10,0.20140072973460818,0,0.20783517421714315,8,0.16210637001204087,6,0.21850491775745717,1,0.21015280827875044,3,0.20140072973460818,0,0.20783517421714315,6,0.16210637001204087,7,0.21850491775745717,1,0.21015280827875044,4,0.20140072973460818,0,0.20783517421714315,5,0.16210637001204087,2,0.21850491775745717,9,0.21015280827875044,10,0.20140072973460818,5,0.20783517421714315,1,0.16210637001204087,9,0.21850491775745717,3,0.21015280827875044,8,0.20140072973460818,10,0.20783517421714315,4,0.16210637001204087
108,Renewable Solutions Reserve Eco-Friendly,6,China,Air Pollution Reduction,Government Agency,2013,2024-06-04,804265.0,229547.0,782632.0,609091.0,566179.0,579996.0,,,,,5,0.21850491775745717,9,0.21015280827875044,9,0.20140072973460818,10,0.20783517421714315,4,0.16210637001204087,9,0.21850491775745717,8,0.21015280827875044,9,0.20140072973460818,6,0.20783517421714315,6,0.16210637001204087,8,0.21850491775745717,7,0.21015280827875044,5,0.20140072973460818,5,0.20783517421714315,2,0.16210637001204087,9,0.21850491775745717,6,0.21015280827875044,10,0.20140072973460818,0,0.20783517421714315,9,0.16210637001204087,8,0.21850491775745717,8,0.21015280827875044,7,0.20140072973460818,4,0.20783517421714315,4,0.16210637001204087
109,EcoEnergy Corp. Reserve Geothermal,8,South Korea,Green Building Practices,Private Company,2001,2024-06-04,886032.0,172646.0,440645.0,325618.0,341396.0,681764.0,640082.0,787051.0,,,3,0.21850491775745717,6,0.21015280827875044,4,0.20140072973460818,1,0.20783517421714315,4,0.16210637001204087,9,0.21850491775745717,1,0.21015280827875044,8,0.20140072973460818,2,0.20783517421714315,10,0.16210637001204087,8,0.21850491775745717,10,0.21015280827875044,6,0.20140072973460818,0,0.20783517421714315,8,0.16210637001204087,5,0.21850491775745717,9,0.21015280827875044,6,0.20140072973460818,7,0.20783517421714315,0,0.16210637001204087,5,0.21850491775745717,4,0.21015280827875044,0,0.20140072973460818,0,0.20783517421714315,4,0.16210637001204087
110,ClimateCare Ltd. West Recycling,1,Brazil,Water Conservation,Community Group,2009,2024-06-04,946929.0,,,,,,,,,,1,0.21850491775745717,9,0.21015280827875044,1,0.20140072973460818,4,0.20783517421714315,2,0.16210637001204087,2,0.21850491775745717,4,0.21015280827875044,7,0.20140072973460818,5,0.20783517421714315,0,0.16210637001204087,2,0.21850491775745717,7,0.21015280827875044,10,0.20140072973460818,9,0.20783517421714315,5,0.16210637001204087,1,0.21850491775745717,3,0.21015280827875044,0,0.20140072973460818,1,0.20783517421714315,3,0.16210637001204087,2,0.21850491775745717,0,0.21015280827875044,10,0.20140072973460818,10,0.20783517421714315,3,0.16210637001204087
111,Hydro ClimateCare Ltd. Reserve,6,Canada,Air Pollution Reduction,Government Agency,2004,2024-06-04,866591.0,915854.0,819000.0,704240.0,343035.0,762879.0,,,,,10,0.21850491775745717,4,0.21015280827875044,5,0.20140072973460818,5,0.20783517421714315,9,0.16210637001204087,7,0.21850491775745717,1,0.21015280827875044,1,0.20140072973460818,1,0.20783517421714315,9,0.16210637001204087,9,0.21850491775745717,8,0.21015280827875044,2,0.20140072973460818,1,0.20783517421714315,10,0.16210637001204087,10,0.21850491775745717,7,0.21015280827875044,5,0.20140072973460818,6,0.20783517421714315,5,0.16210637001204087,9,0.21850491775745717,0,0.21015280827875044,6,0.20140072973460818,2,0.20783517421714315,5,0.16210637001204087
112,Conservation BioEnergy Systems Site D,1,Brazil,Sustainable Agriculture,NGO,2006,2024-06-04,714331.0,,,,,,,,,,3,0.21850491775745717,8,0.21015280827875044,5,0.20140072973460818,5,0.20783517421714315,3,0.16210637001204087,5,0.21850491775745717,5,0.21015280827875044,3,0.20140072973460818,9,0.20783517421714315,9,0.16210637001204087,3,0.21850491775745717,1,0.21015280827875044,2,0.20140072973460818,4,0.20783517421714315,2,0.16210637001204087,4,0.21850491775745717,6,0.21015280827875044,3,0.20140072973460818,4,0.20783517421714315,8,0.16210637001204087,7,0.21850491775745717,7,0.21015280827875044,3,0.20140072973460818,1,0.20783517421714315,10,0.16210637001204087
113,Renewable Solutions Hydro East,5,Brazil,Waste-to-Energy,Government Agency,2001,2024-06-04,141957.0,685691.0,659195.0,427959.0,270628.0,,,,,,10,0.21850491775745717,10,0.21015280827875044,5,0.20140072973460818,4,0.20783517421714315,9,0.16210637001204087,5,0.21850491775745717,4,0.21015280827875044,6,0.20140072973460818,6,0.20783517421714315,2,0.16210637001204087,10,0.21850491775745717,7,0.21015280827875044,1,0.20140072973460818,10,0.20783517421714315,7,0.16210637001204087,5,0.21850491775745717,6,0.21015280827875044,5,0.20140072973460818,5,0.20783517421714315,6,0.16210637001204087,2,0.21850491775745717,2,0.21015280827875044,4,0.20140072973460818,5,0.20783517421714315,8,0.16210637001204087
114,East Sustainable EcoEnergy Corp.,10,Italy,Air Pollution Reduction,Private Company,2000,2024-06-04,640841.0,424659.0,903548.0,870486.0,692297.0,411044.0,786978.0,927058.0,335493.0,705826.0,2,0.21850491775745717,6,0.21015280827875044,7,0.20140072973460818,4,0.20783517421714315,2,0.16210637001204087,8,0.21850491775745717,2,0.21015280827875044,10,0.20140072973460818,4,0.20783517421714315,10,0.16210637001204087,9,0.21850491775745717,8,0.21015280827875044,0,0.20140072973460818,6,0.20783517421714315,1,0.16210637001204087,5,0.21850491775745717,0,0.21015280827875044,5,0.20140072973460818,9,0.20783517421714315,3,0.16210637001204087,1,0.21850491775745717,0,0.21015280827875044,1,0.20140072973460818,4,0.20783517421714315,4,0.16210637001204087
115,West Renewable Solutions Green,9,Indonesia,Sustainable Agriculture,Community Group,2011,2024-06-04,600256.0,147963.0,108573.0,579749.0,658528.0,784573.0,569361.0,282347.0,461260.0,,8,0.21850491775745717,5,0.21015280827875044,4,0.20140072973460818,6,0.20783517421714315,7,0.16210637001204087,2,0.21850491775745717,4,0.21015280827875044,5,0.20140072973460818,5,0.20783517421714315,9,0.16210637001204087,0,0.21850491775745717,4,0.21015280827875044,0,0.20140072973460818,6,0.20783517421714315,0,0.16210637001204087,0,0.21850491775745717,8,0.21015280827875044,9,0.20140072973460818,0,0.20783517421714315,1,0.16210637001204087,1,0.21850491775745717,9,0.21015280827875044,3,0.20140072973460818,8,0.20783517421714315,4,0.16210637001204087
116,Site A Green Sustainable Futures,2,France,Forestry Management,Community Group,2008,2024-06-04,481040.0,442478.0,,,,,,,,,9,0.21850491775745717,6,0.21015280827875044,6,0.20140072973460818,1,0.20783517421714315,5,0.16210637001204087,9,0.21850491775745717,5,0.21015280827875044,10,0.20140072973460818,2,0.20783517421714315,2,0.16210637001204087,3,0.21850491775745717,2,0.21015280827875044,6,0.20140072973460818,8,0.20783517421714315,0,0.16210637001204087,3,0.21850491775745717,10,0.21015280827875044,1,0.20140072973460818,0,0.20783517421714315,6,0.16210637001204087,5,0.21850491775745717,3,0.21015280827875044,3,0.20140072973460818,5,0.20783517421714315,10,0.16210637001204087
117,Park GreenTech Inc. Sustainable,7,China,Water Conservation,Private Company,2007,2024-06-04,101040.0,618856.0,541987.0,401954.0,895184.0,907332.0,883833.0,,,,2,0.21850491775745717,10,0.21015280827875044,3,0.20140072973460818,1,0.20783517421714315,10,0.16210637001204087,10,0.21850491775745717,9,0.21015280827875044,0,0.20140072973460818,9,0.20783517421714315,0,0.16210637001204087,0,0.21850491775745717,3,0.21015280827875044,5,0.20140072973460818,1,0.20783517421714315,1,0.16210637001204087,8,0.21850491775745717,9,0.21015280827875044,5,0.20140072973460818,4,0.20783517421714315,1,0.16210637001204087,3,0.21850491775745717,1,0.21015280827875044,10,0.20140072973460818,7,0.20783517421714315,8,0.16210637001204087
118,EarthFirst Energy North Wind,1,USA,Water Conservation,NGO,2004,2024-06-04,676867.0,,,,,,,,,,3,0.21850491775745717,6,0.21015280827875044,2,0.20140072973460818,4,0.20783517421714315,5,0.16210637001204087,0,0.21850491775745717,0,0.21015280827875044,4,0.20140072973460818,9,0.20783517421714315,6,0.16210637001204087,7,0.21850491775745717,6,0.21015280827875044,10,0.20140072973460818,10,0.20783517421714315,3,0.16210637001204087,3,0.21850491775745717,6,0.21015280827875044,9,0.20140072973460818,6,0.20783517421714315,0,0.16210637001204087,10,0.21850491775745717,2,0.21015280827875044,1,0.20140072973460818,4,0.20783517421714315,6,0.16210637001204087
119,Pure Planet West Eco-Friendly,7,Brazil,Waste-to-Energy,Non-Profit Organization,2014,2024-06-04,760534.0,165259.0,905171.0,649431.0,377441.0,131537.0,572071.0,,,,5,0.21850491775745717,4,0.21015280827875044,3,0.20140072973460818,0,0.20783517421714315,8,0.16210637001204087,4,0.21850491775745717,1,0.21015280827875044,4,0.20140072973460818,7,0.20783517421714315,8,0.16210637001204087,8,0.21850491775745717,3,0.21015280827875044,9,0.20140072973460818,10,0.20783517421714315,10,0.16210637001204087,4,0.21850491775745717,8,0.21015280827875044,3,0.20140072973460818,7,0.20783517421714315,4,0.16210637001204087,9,0.21850491775745717,1,0.21015280827875044,10,0.20140072973460818,10,0.20783517421714315,1,0.16210637001204087
120,Site A Wind GreenTech Inc.,4,Canada,Energy Efficiency,Community Group,2006,2024-06-04,659461.0,700192.0,750322.0,507996.0,,,,,,,0,0.21850491775745717,4,0.21015280827875044,9,0.20140072973460818,1,0.20783517421714315,6,0.16210637001204087,8,0.21850491775745717,4,0.21015280827875044,2,0.20140072973460818,2,0.20783517421714315,5,0.16210637001204087,9,0.21850491775745717,0,0.21015280827875044,9,0.20140072973460818,2,0.20783517421714315,10,0.16210637001204087,4,0.21850491775745717,8,0.21015280827875044,6,0.20140072973460818,10,0.20783517421714315,4,0.16210637001204087,8,0.21850491775745717,4,0.21015280827875044,7,0.20140072973460818,0,0.20783517421714315,9,0.16210637001204087
121,Hydro East EcoEnergy Corp.,3,Russia,Forestry Management,Community Group,2003,2024-06-04,135035.0,884506.0,723298.0,,,,,,,,7,0.21850491775745717,2,0.21015280827875044,2,0.20140072973460818,0,0.20783517421714315,9,0.16210637001204087,4,0.21850491775745717,6,0.21015280827875044,7,0.20140072973460818,6,0.20783517421714315,8,0.16210637001204087,4,0.21850491775745717,7,0.21015280827875044,0,0.20140072973460818,1,0.20783517421714315,5,0.16210637001204087,9,0.21850491775745717,9,0.21015280827875044,9,0.20140072973460818,4,0.20783517421714315,5,0.16210637001204087,9,0.21850491775745717,8,0.21015280827875044,1,0.20140072973460818,8,0.20783517421714315,4,0.16210637001204087
122,EcoEnergy Corp. Site D Eco-Friendly,9,China,Forestry Management,NGO,2003,2024-06-04,449782.0,600484.0,367136.0,108690.0,842308.0,751850.0,820758.0,589534.0,746966.0,,0,0.21850491775745717,6,0.21015280827875044,8,0.20140072973460818,4,0.20783517421714315,3,0.16210637001204087,9,0.21850491775745717,6,0.21015280827875044,9,0.20140072973460818,8,0.20783517421714315,8,0.16210637001204087,4,0.21850491775745717,8,0.21015280827875044,4,0.20140072973460818,9,0.20783517421714315,5,0.16210637001204087,8,0.21850491775745717,5,0.21015280827875044,10,0.20140072973460818,1,0.20783517421714315,1,0.16210637001204087,3,0.21850491775745717,1,0.21015280827875044,7,0.20140072973460818,3,0.20783517421714315,2,0.16210637001204087
123,Sustainable Futures South Biofuel,7,Indonesia,Renewable Energy,Government Agency,2003,2024-06-04,706932.0,354059.0,606191.0,189092.0,707486.0,215689.0,132052.0,,,,6,0.21850491775745717,9,0.21015280827875044,5,0.20140072973460818,7,0.20783517421714315,0,0.16210637001204087,5,0.21850491775745717,3,0.21015280827875044,8,0.20140072973460818,3,0.20783517421714315,1,0.16210637001204087,2,0.21850491775745717,1,0.21015280827875044,2,0.20140072973460818,10,0.20783517421714315,10,0.16210637001204087,10,0.21850491775745717,10,0.21015280827875044,6,0.20140072973460818,6,0.20783517421714315,9,0.16210637001204087,10,0.21850491775745717,2,0.21015280827875044,9,0.20140072973460818,9,0.20783517421714315,5,0.16210637001204087
124,East Hydro BioEnergy Systems,5,China,Waste Management,NGO,2003,2024-06-04,574820.0,775841.0,458388.0,934407.0,136723.0,,,,,,10,0.21850491775745717,1,0.21015280827875044,8,0.20140072973460818,8,0.20783517421714315,8,0.16210637001204087,5,0.21850491775745717,0,0.21015280827875044,2,0.20140072973460818,4,0.20783517421714315,8,0.16210637001204087,2,0.21850491775745717,4,0.21015280827875044,0,0.20140072973460818,0,0.20783517421714315,0,0.16210637001204087,7,0.21850491775745717,0,0.21015280827875044,3,0.20140072973460818,8,0.20783517421714315,1,0.16210637001204087,9,0.21850491775745717,0,0.21015280827875044,3,0.20140072973460818,6,0.20783517421714315,10,0.16210637001204087
125,North Pure Planet Solar,2,South Africa,Air Pollution Reduction,Non-Profit Organization,2002,2024-06-04,826926.0,387126.0,,,,,,,,,0,0.21850491775745717,3,0.21015280827875044,3,0.20140072973460818,7,0.20783517421714315,7,0.16210637001204087,7,0.21850491775745717,9,0.21015280827875044,4,0.20140072973460818,10,0.20783517421714315,6,0.16210637001204087,1,0.21850491775745717,5,0.21015280827875044,10,0.20140072973460818,8,0.20783517421714315,0,0.16210637001204087,4,0.21850491775745717,9,0.21015280827875044,6,0.20140072973460818,3,0.20783517421714315,3,0.16210637001204087,0,0.21850491775745717,7,0.21015280827875044,6,0.20140072973460818,7,0.20783517421714315,8,0.16210637001204087
126,Renewable Solutions Conservation West,4,South Africa,Waste-to-Energy,Government Agency,2004,2024-06-04,133236.0,678287.0,393152.0,699747.0,,,,,,,7,0.21850491775745717,5,0.21015280827875044,0,0.20140072973460818,5,0.20783517421714315,5,0.16210637001204087,4,0.21850491775745717,4,0.21015280827875044,0,0.20140072973460818,9,0.20783517421714315,5,0.16210637001204087,4,0.21850491775745717,7,0.21015280827875044,7,0.20140072973460818,2,0.20783517421714315,5,0.16210637001204087,2,0.21850491775745717,5,0.21015280827875044,1,0.20140072973460818,8,0.20783517421714315,2,0.16210637001204087,2,0.21850491775745717,7,0.21015280827875044,5,0.20140072973460818,5,0.20783517421714315,8,0.16210637001204087
127,EcoEnergy Corp. Geothermal North,6,South Africa,Green Building Practices,NGO,2000,2024-06-04,450895.0,360458.0,590950.0,595758.0,283233.0,513084.0,,,,,7,0.21850491775745717,10,0.21015280827875044,0,0.20140072973460818,0,0.20783517421714315,7,0.16210637001204087,6,0.21850491775745717,0,0.21015280827875044,5,0.20140072973460818,9,0.20783517421714315,8,0.16210637001204087,4,0.21850491775745717,3,0.21015280827875044,4,0.20140072973460818,3,0.20783517421714315,0,0.16210637001204087,6,0.21850491775745717,8,0.21015280827875044,1,0.20140072973460818,5,0.20783517421714315,3,0.16210637001204087,10,0.21850491775745717,1,0.21015280827875044,6,0.20140072973460818,9,0.20783517421714315,9,0.16210637001204087
128,Site B Renewable Solutions Hydro,2,Australia,Forestry Management,Non-Profit Organization,2010,2024-06-04,781528.0,530159.0,,,,,,,,,6,0.21850491775745717,0,0.21015280827875044,4,0.20140072973460818,2,0.20783517421714315,0,0.16210637001204087,7,0.21850491775745717,4,0.21015280827875044,0,0.20140072973460818,6,0.20783517421714315,7,0.16210637001204087,0,0.21850491775745717,5,0.21015280827875044,0,0.20140072973460818,1,0.20783517421714315,5,0.16210637001204087,7,0.21850491775745717,1,0.21015280827875044,3,0.20140072973460818,5,0.20783517421714315,0,0.16210637001204087,7,0.21850491775745717,3,0.21015280827875044,9,0.20140072973460818,10,0.20783517421714315,7,0.16210637001204087
129,Site D Pure Planet Hydro,2,Turkey,Air Pollution Reduction,Private Company,2000,2024-06-04,797971.0,526997.0,,,,,,,,,4,0.21850491775745717,6,0.21015280827875044,4,0.20140072973460818,10,0.20783517421714315,9,0.16210637001204087,0,0.21850491775745717,0,0.21015280827875044,8,0.20140072973460818,8,0.20783517421714315,10,0.16210637001204087,3,0.21850491775745717,7,0.21015280827875044,5,0.20140072973460818,2,0.20783517421714315,4,0.16210637001204087,0,0.21850491775745717,5,0.21015280827875044,1,0.20140072973460818,2,0.20783517421714315,5,0.16210637001204087,4,0.21850491775745717,2,0.21015280827875044,8,0.20140072973460818,3,0.20783517421714315,8,0.16210637001204087
130,Recycling West BioEnergy Systems,4,Sweden,Energy Efficiency,NGO,2004,2024-06-04,483281.0,864554.0,399872.0,595510.0,,,,,,,9,0.21850491775745717,5,0.21015280827875044,1,0.20140072973460818,2,0.20783517421714315,8,0.16210637001204087,10,0.21850491775745717,4,0.21015280827875044,3,0.20140072973460818,3,0.20783517421714315,4,0.16210637001204087,6,0.21850491775745717,5,0.21015280827875044,2,0.20140072973460818,6,0.20783517421714315,0,0.16210637001204087,7,0.21850491775745717,0,0.21015280827875044,1,0.20140072973460818,0,0.20783517421714315,1,0.16210637001204087,7,0.21850491775745717,0,0.21015280827875044,7,0.20140072973460818,2,0.20783517421714315,3,0.16210637001204087
131,Clean Power Co. Recycling West,8,Sweden,Carbon Capture,Government Agency,2000,2024-06-04,312549.0,569622.0,415960.0,824407.0,519225.0,910699.0,901423.0,876268.0,,,5,0.21850491775745717,7,0.21015280827875044,3,0.20140072973460818,2,0.20783517421714315,1,0.16210637001204087,3,0.21850491775745717,6,0.21015280827875044,4,0.20140072973460818,6,0.20783517421714315,9,0.16210637001204087,6,0.21850491775745717,8,0.21015280827875044,1,0.20140072973460818,7,0.20783517421714315,0,0.16210637001204087,5,0.21850491775745717,1,0.21015280827875044,10,0.20140072973460818,6,0.20783517421714315,10,0.16210637001204087,9,0.21850491775745717,1,0.21015280827875044,5,0.20140072973460818,6,0.20783517421714315,5,0.16210637001204087
132,Reserve Wind ClimateCare Ltd.,6,USA,Carbon Capture,Government Agency,2008,2024-06-04,289726.0,931665.0,151792.0,637035.0,462808.0,121323.0,,,,,3,0.21850491775745717,10,0.21015280827875044,6,0.20140072973460818,6,0.20783517421714315,7,0.16210637001204087,7,0.21850491775745717,7,0.21015280827875044,8,0.20140072973460818,6,0.20783517421714315,3,0.16210637001204087,8,0.21850491775745717,10,0.21015280827875044,6,0.20140072973460818,10,0.20783517421714315,2,0.16210637001204087,5,0.21850491775745717,5,0.21015280827875044,3,0.20140072973460818,8,0.20783517421714315,10,0.16210637001204087,5,0.21850491775745717,7,0.21015280827875044,4,0.20140072973460818,5,0.20783517421714315,8,0.16210637001204087
133,Sustainable EarthFirst Energy East,7,Australia,Waste-to-Energy,Private Company,2001,2024-06-04,651819.0,613463.0,943903.0,372751.0,475037.0,189057.0,349826.0,,,,6,0.21850491775745717,5,0.21015280827875044,7,0.20140072973460818,1,0.20783517421714315,8,0.16210637001204087,0,0.21850491775745717,7,0.21015280827875044,8,0.20140072973460818,10,0.20783517421714315,10,0.16210637001204087,0,0.21850491775745717,3,0.21015280827875044,2,0.20140072973460818,4,0.20783517421714315,6,0.16210637001204087,1,0.21850491775745717,2,0.21015280827875044,9,0.20140072973460818,4,0.20783517421714315,6,0.16210637001204087,2,0.21850491775745717,3,0.21015280827875044,0,0.20140072973460818,1,0.20783517421714315,0,0.16210637001204087
134,EarthFirst Energy Recycling West,10,Poland,Forestry Management,Community Group,2010,2024-06-04,364090.0,791464.0,263259.0,582214.0,342504.0,791385.0,619315.0,163700.0,891799.0,282461.0,7,0.21850491775745717,7,0.21015280827875044,4,0.20140072973460818,0,0.20783517421714315,7,0.16210637001204087,1,0.21850491775745717,5,0.21015280827875044,0,0.20140072973460818,9,0.20783517421714315,1,0.16210637001204087,8,0.21850491775745717,10,0.21015280827875044,4,0.20140072973460818,1,0.20783517421714315,6,0.16210637001204087,4,0.21850491775745717,4,0.21015280827875044,6,0.20140072973460818,8,0.20783517421714315,3,0.16210637001204087,9,0.21850491775745717,2,0.21015280827875044,8,0.20140072973460818,5,0.20783517421714315,6,0.16210637001204087
135,Site C EcoEnergy Corp. Geothermal,7,Japan,Sustainable Agriculture,Government Agency,2008,2024-06-04,305391.0,918483.0,136569.0,833199.0,486484.0,568491.0,500086.0,,,,0,0.21850491775745717,6,0.21015280827875044,1,0.20140072973460818,2,0.20783517421714315,8,0.16210637001204087,9,0.21850491775745717,5,0.21015280827875044,3,0.20140072973460818,8,0.20783517421714315,6,0.16210637001204087,5,0.21850491775745717,5,0.21015280827875044,4,0.20140072973460818,7,0.20783517421714315,1,0.16210637001204087,5,0.21850491775745717,6,0.21015280827875044,6,0.20140072973460818,4,0.20783517421714315,6,0.16210637001204087,10,0.21850491775745717,5,0.21015280827875044,6,0.20140072973460818,8,0.20783517421714315,7,0.16210637001204087
136,EcoEnergy Corp. Site C Wind,1,France,Forestry Management,Private Company,2000,2024-06-04,420938.0,,,,,,,,,,1,0.21850491775745717,4,0.21015280827875044,1,0.20140072973460818,4,0.20783517421714315,7,0.16210637001204087,0,0.21850491775745717,10,0.21015280827875044,10,0.20140072973460818,6,0.20783517421714315,0,0.16210637001204087,3,0.21850491775745717,1,0.21015280827875044,8,0.20140072973460818,2,0.20783517421714315,1,0.16210637001204087,9,0.21850491775745717,5,0.21015280827875044,0,0.20140072973460818,10,0.20783517421714315,7,0.16210637001204087,6,0.21850491775745717,1,0.21015280827875044,10,0.20140072973460818,4,0.20783517421714315,10,0.16210637001204087
137,Nature's Way Recycling Park,10,Germany,Air Pollution Reduction,Non-Profit Organization,2014,2024-06-04,101832.0,388188.0,781176.0,589431.0,546132.0,749840.0,931369.0,577209.0,628229.0,261726.0,1,0.21850491775745717,8,0.21015280827875044,3,0.20140072973460818,3,0.20783517421714315,10,0.16210637001204087,1,0.21850491775745717,5,0.21015280827875044,6,0.20140072973460818,2,0.20783517421714315,6,0.16210637001204087,1,0.21850491775745717,1,0.21015280827875044,6,0.20140072973460818,7,0.20783517421714315,8,0.16210637001204087,2,0.21850491775745717,8,0.21015280827875044,7,0.20140072973460818,1,0.20783517421714315,0,0.16210637001204087,8,0.21850491775745717,8,0.21015280827875044,10,0.20140072973460818,3,0.20783517421714315,2,0.16210637001204087
138,BioEnergy Systems West Hydro,7,Japan,Carbon Capture,Community Group,2004,2024-06-04,401199.0,699859.0,446392.0,351998.0,673211.0,465006.0,503228.0,,,,2,0.21850491775745717,3,0.21015280827875044,5,0.20140072973460818,2,0.20783517421714315,1,0.16210637001204087,0,0.21850491775745717,8,0.21015280827875044,5,0.20140072973460818,7,0.20783517421714315,3,0.16210637001204087,6,0.21850491775745717,4,0.21015280827875044,10,0.20140072973460818,7,0.20783517421714315,6,0.16210637001204087,7,0.21850491775745717,7,0.21015280827875044,2,0.20140072973460818,2,0.20783517421714315,4,0.16210637001204087,6,0.21850491775745717,8,0.21015280827875044,5,0.20140072973460818,9,0.20783517421714315,2,0.16210637001204087
139,Nature's Way Recycling Site B,3,Italy,Renewable Energy,Non-Profit Organization,2007,2024-06-04,806300.0,143530.0,608372.0,,,,,,,,7,0.21850491775745717,4,0.21015280827875044,8,0.20140072973460818,6,0.20783517421714315,2,0.16210637001204087,7,0.21850491775745717,1,0.21015280827875044,2,0.20140072973460818,4,0.20783517421714315,7,0.16210637001204087,7,0.21850491775745717,4,0.21015280827875044,2,0.20140072973460818,10,0.20783517421714315,8,0.16210637001204087,5,0.21850491775745717,8,0.21015280827875044,4,0.20140072973460818,6,0.20783517421714315,9,0.16210637001204087,5,0.21850491775745717,1,0.21015280827875044,4,0.20140072973460818,6,0.20783517421714315,6,0.16210637001204087
